"id","paginafb"
3561920,"https://www.facebook.com/pizzapubrestaurant/"
3561921,"https://www.facebook.com/CoolScoopsNW/"
3561922,"https://www.facebook.com/PFChangsMesaAZ/"
3561923,"https://facebook.com/commonbondcafebakery/"
3561924,"https://www.facebook.com/HighCottonCharleston/"
3561925,"https://www.facebook.com/pages/category/Burger-Restaurant/Gabbys-Burgers-Fries-169080519775237/"
3561926,"https://www.facebook.com/AmayaRocs/"
3561930,"https://facebook.com/pages/category/Italian-Restaurant/Cafe-Baci-110258495725501/"
3561931,"https://www.facebook.com/federalpizza/"
3561934,"https://www.facebook.com/HattieBsCharlotteAve/"
3561935,"https://facebook.com/GandBoysterbar/"
3561936,"https://www.facebook.com/KekesMillenia/"
3561937,"https://www.facebook.com/TheGroceryCHS/"
3561938,"https://www.facebook.com/FlowerChildScottsdale/"
3561940,"https://facebook.com/RuthsChrisWaikiki/"
3561941,"https://www.facebook.com/BrennansofHouston/"
